make,car_model,depth,height,width,extra_depth,img_url
SEAT,SEAT LEON ECOMOTIVE 1.4 TSI 5DR HATCH 2013,81,79,101,154,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3621_4882_0_4882.jpg?itok=U4xg-h4u
SEAT,SEAT LEON ECOMOTIVE FR 1.4 TSI 5DR HATCH 2013,81,79,101,154,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3529_4911_0_4911.jpg?itok=yJXcj-XE
SEAT,SEAT LEON REFERENCE 1.6 5DR HATCH,83,82,101,159,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2767_2350_0_2350.jpg?itok=sRVdjiI5
SEAT,SEAT LEON SC CUPRA 280 3DR HATCH 2014,83,79,101,151,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3732_5144_0_5144.jpg?itok=UvwrBToh
SEAT,SEAT LEON ST 1.6 TDI START STOP STYLE 5DR ESTATE 2014,104,66,100,180,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3692_5101_0_5101.jpg?itok=ODCkQCx2
SEAT,SEAT LEON ST 1.8 TSI START STOP FR 5DR ESTATE 2014,104,66,100,180,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3693_5080_0_5080.jpg?itok=LPRrKQlq
SEAT,SEAT LEON STYLANCE 1.4 TSI 5DR HATCH 2008,83,82,100,155,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2761_2344_0_2344.jpg?itok=6jEbSrEc
SEAT,SEAT LEON STYLANCE 1.6 5DR HATCH,83,82,101,155,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2768_2351_0_2351.jpg?itok=LJ41is36
SEAT,SEAT LEON STYLE 1.8 TSI(7 GEAR) DSG 5DR HATCH 2010,83,82,100,155,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2762_2345_0_2345.jpg?itok=8B4zlRah
SEAT,SEAT MII 1.0 STYLE 3DR HATCH 2015,54,85,97,106,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3768_5225_0_5225.jpg?itok=HvW3T9vc
SEAT,SEAT MII ECOMOTIVE STYLE 1.0 44KW 5DR HATCH 2012,60,85,98,110,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3489_2887_0_2887.jpg?itok=pU-1SlV6
SEAT,SEAT MII ECOMOTIVE STYLE 1.0 ECOFUEL 50KW 68 PS 5DR HATCH 2013,59,85,97,107,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3605_4998_0_4998.jpg?itok=R3cHrn9m
SEAT,SEAT MII STYLE 1.0 55 5DR HATCH 2012,60,85,98,110,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3473_2871_0_2871.jpg?itok=7zIOB4RY
SEAT,SEAT TOLEDO ECOMOTIVE STYLE 1.6 TDI 77KW 105 PS 5DR SALOON 2013,106,84,100,176,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3576_4961_0_4961.jpg?itok=9BmLRTYi
Volkswagen,SHARAN 2.0 TDI SCR BMT COMFORTLINE DSG 5DR MPV 2015,49,112,79,126,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3855_5340_0_5340.jpg?itok=5DUNTQZ0
Volkswagen,SHARAN DSG 5DR MPV 2019,47,112,108,124,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4256_5918_34_5918.JPG?itok=13EFyMB4
Skoda,SKODA CITIGO AMBITION 1.0 55 KW 5DR HATCH 2012,63,91,82,107,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3427_2826_0_2826.jpg?itok=28_qTtfQ
Skoda,SKODA CITIGO GREEN TEC ELEGANCE 1.0 CNG 50KW 68 PS 5DR HATCH 2013,59,85,97,107,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3607_5024_0_5024.jpg?itok=j0z0xAc6
Skoda,SKODA FABIA AMBIENTE 1.2 5DR HATCH 2011,71,89,95,126,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3087_2670_0_2670.jpg?itok=0UvN6Gqs
Skoda,SKODA FABIA COMBI AMBIENTE 1.4 TDI 5DR ESTATE,95,89,95,156,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2769_2352_0_2352.jpg?itok=AAf2j660
Skoda,SKODA FABIA ELEGANCE 1.2 TSI 5DR HATCH 2010,71,89,95,126,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2947_2530_0_2530.jpg?itok=NBYEAlmj
Skoda,SKODA FABIA ELEGANCE 1.6 TDI 5DR ESTATE 2010,95,89,95,156,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2982_2565_0_2565.jpg?itok=KM2_y2B1
Skoda,SKODA FABIA ESTATE ELEGANCE 1.2 TSI 5DR ESTATE 2012,95,89,95,156,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3301_2791_0_2791.jpg?itok=PnHQIQpZ
Skoda,SKODA FABIA HPI CLASSIC 1.2 5DR HATCH,70,84,96,127,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2770_2353_0_2353.jpg?itok=m0hUuy43
Skoda,SKODA FABIA KOMBI ELEGANCE 1.4 16V 5DR ESTATE 2008,95,89,95,156,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2771_2354_0_2354.jpg?itok=Pz8TrfnA
Skoda,SKODA FABIA MPI CLASSIC 1.4 5DR ESTATE,97,82,95,154,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2772_2355_0_2355.jpg?itok=6w1vDNqY
Skoda,SKODA OCTAVIA ELEGANCE 1.2 TSI 5DR ESTATE 2012,100,73,100,175,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3284_2773_0_2773.jpg?itok=W0phvXf7
Skoda,SKODA OCTAVIA ELEGANCE 1.2 TSI GREEN TEC 5DR HATCH 2013,110,83,101,186,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3632_5036_0_5036.jpg?itok=wNfncWob
Skoda,SKODA OCTAVIA ELEGANCE 1.4 TSI 5DR ESTATE 2009,100,73,100,175,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2773_2356_0_2356.jpg?itok=_K80bc2N
Skoda,SKODA OCTAVIA ELEGANCE 1.4 TSI GREEN TEC 103KW 140 PS 5DR ESTATE 2013,104,85,101,184,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3603_4992_0_4992.jpg?itok=-PZiAZlw
Skoda,SKODA OCTAVIA ELEGANCE 1.6 TDI (DPF) 5DR HATCH 2010,106,85,100,174,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2774_2357_0_2357.jpg?itok=gjb7BNSk
Skoda,SKODA OCTAVIA ELEGANCE DSG 2.0 TDI 5DR ESTATE 2011,100,73,100,175,
Skoda,SKODA OCTAVIA GREEN TEC 1.6 TDI 77KW 105PS 5DR HATCH 2013,110,84,100,186,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3644_5058_0_5058.jpg?itok=P_SxY9mI
Skoda,SKODA OCTAVIA GREENTEC ELEGANCE 1.8 TSI 5DR HATCH 2013,110,83,101,186,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3533_4920_0_4920.jpg?itok=g6ZW5wNB
Skoda,SKODA OCTAVIA RS 2.0 TDI 5DR ESTATE 2011,100,73,100,175,
Skoda,SKODA OCTAVIA RS 2.0 TDI135KW 184PS 5DR ESTATE 2013,104,85,101,184,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3650_5065_0_5065.jpg?itok=9X-ForD3
Skoda,SKODA OCTAVIA SCOUT 2.0 TDI 5DR 4X4 2008,106,74,100,168,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2775_2358_0_2358.jpg?itok=AunsWGr9
Skoda,SKODA OCTAVIA TDI CLASSIC 1.9 5DR HATCH,106,84,99,182,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2776_2359_0_2359.jpg?itok=UAUeJUe7
Skoda,SKODA OCTAVIA TDI ELEGANCE 1.9 5DR ESTATE,105,73,100,181,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2781_2364_0_2364.jpg?itok=ysUQSh2c
Skoda,SKODA RAPID ELEGANCE 1.2 TSI 77KW 5DR SALOON 2012,106,84,100,176,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3488_2886_0_2886.jpg?itok=oErl9_TC
Skoda,SKODA RAPID SPACEBACK 1.2 TSI ELEGANCE 5DR HATCH 2013,83,84,100,154,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3643_5050_0_5050.jpg?itok=FEe_fRYI
Skoda,SKODA ROOMSTER 1.2 TSI GREEN TEC ELEGANCE 5DR MPV 2014,90,92,101,164,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3694_5093_0_5093.jpg?itok=FWTC-3zY
Skoda,SKODA ROOMSTER 1.4 5DR MPV,80,100,100,131,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2782_2365_0_2365.jpg?itok=hySJ5rzn
Skoda,SKODA ROOMSTER 1.6 16V 5DR MPV 2008,80,100,100,124,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2777_2360_0_2360.jpg?itok=H-4p1SC-
Skoda,SKODA ROOMSTER COMFORT 1.2 TSI 5DR MPV 2010,80,100,100,124,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2956_2539_0_2539.jpg?itok=O8p49q4n
Skoda,SKODA ROOMSTER COMFORT 1.6 TDI 5DR MPV 2010,80,100,100,124,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2978_2561_0_2561.jpg?itok=QdagjZZ1
Skoda,SKODA SUPERB 1.6 TDI GREENLINE 5DR ESTATE 2010,105,81,101,213,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3025_2608_0_2608.jpg?itok=ctH_npPW
Skoda,SKODA SUPERB 2.0 TDI 5DR SALOON 2008,108,69,100,198,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2778_2361_0_2361.jpg?itok=wz6yr6rb
Skoda,SKODA SUPERB ELEGANCE 1.8 TSI DSG 5DR ESTATE 2010,113,74,101,213,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3012_2595_0_2595.jpg?itok=Z_cKSP1w
Skoda,SKODA SUPERB ELEGANCE 2.0 TDI DSG 5DR ESTATE 2010,113,74,101,213,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2779_2362_0_2362.jpg?itok=mbQzKUbf
Skoda,SKODA YETI AMBITION 1.2 TSI 5DR 4X4 2010,76,99,100,126,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2926_2509_0_2509.jpg?itok=D1u2r-SO
Skoda,SKODA YETI AMBITION 2.0 TDI 5DR 4X4 2009,76,99,100,126,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2780_2363_0_2363.jpg?itok=jzUC-ojt
Skoda,SKODA YETI GREEN TEC AMBITION 1.4 TSI 5DR 4X4 2012,76,99,93,126,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3320_2810_0_2810.jpg?itok=48LdilwR
Skoda,SKODA YETI OUTDOOR 2.0 TDI L K 4X4 DSG 5DR 4X4 2014,76,99,93,126,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3695_5079_0_5079.jpg?itok=o_qVVGZM
Mercedes Benz,SLC 200 2DR COUPE 2016,60,50,93,60,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3991_5499_0_5499.jpg?itok=jSvKVyN7
Smart,SMART FORTWO CABRIO ELECTRIC DRIVE 30KW E-MOTOR 2DR CONVERTIBLE 2010,62,64,99,62,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2988_2571_0_2571.jpg?itok=p35XkHxw
Smart,SMART FORTWO COUPE ELECTRIC DRIVE 55KW 75 PS 3DR HATCH 2013,44,70,99,44,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3625_5037_0_5037.jpg?itok=TBB_EtPU
Smart,SMART FORTWO COUPE PULSE 1.0MHD 3DR HATCH,62,70,90,62,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2783_2366_0_2366.jpg?itok=_ixfsVJH
Smart,SMART FORTWO PASSION 0.7 3DR HATCH,47,70,96,47,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2784_2367_0_2367.jpg?itok=on2yOCEu
Smart,SMART FORTWO PURE 0.8CDI 3DR COUPE 2009,62,70,90,62,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2785_2368_0_2368.jpg?itok=3ud0IkdE
KIA,SORENTO 2.2 5DR SALOON 2018,45,77,105,118,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4145_5719_0_5719.jpg?itok=ABZIPGqC
KIA,SORENTO 2.2 CRDI SPIRIT AWD 5DR SALOON 2016,119,77,107,199,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3917_5385_0_5385.jpg?itok=QBBsRIIl
KIA,SOUL EV5DR SALOON 2015,65,77,103,142,
Mitsubishi,SPACE STAR 5DR HATCH 2016,51,77,63,129,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3993_5497_0_5497.jpg?itok=e4nz0NMq
KIA,SPORTAGE 1.6 T-GDI GT-LINE AWD DCT7 5DR SALOON 2016,87,80,103,168,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3948_5459_0_5459.jpg?itok=WhlwPGzr
KIA,SPORTAGE 2.0 5DR SALOON 2018,87,80,103,167,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4189_5770_0_5770.jpg?itok=VuKnOloq
KIA,SPORTAGE 2.0 CRDI5DR SALOON 2017,87,80,103,167,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4080_5660_0_5660.jpg?itok=vX0440_H
Audi,SQ7 TDI QUATTRO 5DR SALOON 2016,66,87,100,143,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3977_5501_0_5501.jpg?itok=5ypw64gz
SsangYong,SSANGYONG KORANDO QUARTZ 2WD E-XDI 200 5DR 4X4 2011,81,78,92,167,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3112_2695_0_2695.jpg?itok=c3wgblnU
SsangYong,SSANGYONG KYRON SE 2.0 5DR MPV,101,84,105,188,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2786_2369_0_2369.jpg?itok=9s9zNMM4
SsangYong,SSANGYONG REXTON 270SX 2.7 5DR 4X4,107,90,106,155,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2787_2370_0_2370.jpg?itok=sDdSYvtR
SsangYong,SSANGYONG REXTON S XDI 5DR 4X4,35,74,108,111,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2788_2371_0_2371.jpg?itok=j8k2Yj4v
SsangYong,SSANGYONG RODIUS 270SE 2.7 5DR MPV,55,100,106,77,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2789_2372_0_2372.jpg?itok=lWwds9_X
SsangYong,SSANGYONG TIVOLI 1.6 E-XDI 160 2WD 5DR SALOON 2016,70,89,106,146,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3901_5390_0_5390.jpg?itok=UpHsr8DV
Alfa Romeo,STELVIO 2.2 5DR SALOON 2017,100,72,92,175,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4063_5640_0_5640.jpg?itok=6rxFwhTU
Alfa Romeo,STELVIO 2.2 5DR SALOON 2019,100,72,92,175,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4249_5817_0_5817.jpg?itok=_6R__MRD
KIA,STINGER 2.2 5DR HATCH 2019,105,62,89,182,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4271_5899_0_5899.jpg?itok=azChGbCM
KIA,STINGER 3.3 T-GDI V6 GT AWD AUTOMATIK 5DR HATCH 2018,105,62,89,182,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4106_5674_0_5674.jpg?itok=1-GJbmeR
KIA,STONIC 1.0 T-GDI SPIRIT 5DR SALOON 2017,68,78,104,136,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4075_5665_0_5665.jpg?itok=vNHS0z1F
Subaru,SUBARU FORESTER 2.0 X 5DR 4X4 2008,91,80,102,175,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2790_2373_0_2373.jpg?itok=IAvhSvpq
Subaru,SUBARU FORESTER 2.0D PLATINUM 5DR 4X4 2014,86,81,107,176,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3735_5141_0_5141.jpg?itok=o4bkwY9a
Subaru,SUBARU IMPREZA 1.5RF COMFORT ACTIVE 1.5 5DR HATCHBACK 2009,80,67,106,157,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2791_2374_0_2374.jpg?itok=zivV-QqG
Subaru,SUBARU IMPREZA 1.6I COMFORT 5DR HATCH 2014,81,76,91,157,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3696_5116_0_5116.jpg?itok=HikKbb2c
Subaru,SUBARU IMPREZA 2.0R COMFORT 5DR HATCH,80,67,106,157,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2792_2375_0_2375.jpg?itok=Bbfsu6_l
Subaru,SUBARU LEGACY 2.0D 4DR SALOON 2009,103,50,88,103,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2793_2376_0_2376.jpg?itok=n_SQFuXV
Subaru,SUBARU LEGACY KOMBI COMFORT 2.0 D 5DR ESTATE 2008,106,72,104,188,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2794_2377_0_2377.jpg?itok=oxGExfnv
Subaru,SUBARU OUTBACK ECOMATIC COMFORT LINEARTRONIC 2.5I 5DR ESTATE 2010,104,75,108,192,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3008_2591_0_2591.jpg?itok=FvLpvkJs
Subaru,SUBARU TREZIA 1.4 D (DPF) 5DR MPV 2011,66,95,100,144,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3060_2643_0_2643.jpg?itok=kf9iTHIj
Subaru,SUBARU XV EXCLUSIVE 2.0 D 5DR 4X4 2012,82,76,106,160,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3298_2788_0_2788.jpg?itok=4ee_R1VQ
Skoda,SUPERB 1.4 TSI GREEN TEC ELEGANCE 5DR SALOON 2014,107,80,100,192,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3813_5197_0_5197.jpg?itok=E2BNLsx2
Skoda,SUPERB 2.0 TDI SCR STYLE DSG 5DR SALOON 2015,112,81,100,199,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3860_5318_0_5318.jpg?itok=_EaHcDC3
Skoda,SUPERB COMBI 1.6 TDI GREENLINE5DR ESTATE 2016,111,82,99,206,
Skoda,SUPERB COMBI 2.0 TDI GREEN TEC ELEGANCE 5DR ESTATE 2014,113,74,101,196,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3820_5187_0_5187.jpg?itok=YcAV2On3
Skoda,SUPERB COMBI 2.0 TDI SCR STYLE 5DR ESTATE 2015,102,80,98,206,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3854_5343_0_5343.jpg?itok=Y2dTg5xy
Suzuki,SUZUKI GRAND VITARA VVT 1.6 3DR 4X4,45,94,99,85,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2795_2378_0_2378.jpg?itok=X1W-UTyD
Suzuki,SUZUKI JIMNY 1.3 3DR 4X4,31,92,92,103,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2796_2379_0_2379.jpg?itok=CHUYpuE6
Suzuki,SUZUKI KIZASHI SPORT 2.4 4DR SALOON 2010,103,57,92,171,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3009_2592_0_2592.jpg?itok=A1tV94U9
Suzuki,SUZUKI SPLASH 1.2 5DR HATCH 2008,47,77,100,118,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2797_2380_0_2380.jpg?itok=FOkCAorJ
Suzuki,SUZUKI SWIFT 1.2 ECO+ COMFORT 3DR HATCH 2014,56,85,100,119,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3755_5180_0_5180.jpg?itok=z6HUSnvT
Suzuki,SUZUKI SWIFT 1.3 5DR HATCH,44,68,101,120,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2798_2381_0_2381.jpg?itok=UDxFjJpv
Suzuki,SUZUKI SWIFT CLUB 4X4 1.2 5DR HATCH 2011,55,85,100,120,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3045_2628_0_2628.jpg?itok=tPR3DK3n
Suzuki,SUZUKI SWIFT COMFORT 1.2 5DR HATCH 2010,55,85,100,120,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3005_2588_0_2588.jpg?itok=JFk33OAW
Suzuki,SUZUKI SWIFT COMFORT 1.2 AUTOMATIK 5DR HATCH 2011,55,85,100,120,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3068_2651_0_2651.jpg?itok=1VHXehtz
Suzuki,SUZUKI SWIFT GLX DDIS 1.3 5DR HATCH,59,91,102,101,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2799_2382_0_2382.jpg?itok=vyp9oY9o
Suzuki,SUZUKI SWIFT SPORT 1.6 100 KW 3DR HATCH 2012,55,85,100,118,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3463_2861_0_2861.jpg?itok=xckYsvU9
Suzuki,SUZUKI SWIFT SPORT 1.6 3DR HATCH,59,90,102,131,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2800_2383_0_2383.jpg?itok=kSvMt-fp
Suzuki,SUZUKI SX4 DDIS 5DR HATCH,68,88,102,116,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/2801_2384_0_2384.jpg?itok=dk6i7uOG
Suzuki,SWIFT 1.0 5DR HATCH 2017,67,86,100,126,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4069_5615_0_5615.jpg?itok=_8KwTM-H
Suzuki,SWIFT 1.2 5DR HATCH 2018,67,86,100,126,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4160_5736_0_5736.jpg?itok=McJFUTHD
Suzuki,SWIFT 1.2 DUALJET HYBRID 5DR HATCH 2020,97,86,100,126,
Suzuki,SWIFT1.4 5DR HATCH 2018,97,86,100,126,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4159_5740_0_5740.jpg?itok=r2hwYova
Suzuki,SX4 S-CROSS 1.6 DDIS COMFORT+ 4X4 5DR HATCH 2013,80,83,103,158,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3697_5063_0_5063.jpg?itok=zVONlF7h
Suzuki,SX4 S-CROSS 5DR SALOON 2017,80,83,103,155,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4059_5566_0_5566.jpg?itok=K46PUXmb
Volkswagen,T-CROSS 5DR SALOON 2019,66,70,97,145,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4264_5907_0_5907.jpg?itok=0kXr_bjF
Volkswagen,T-ROC 2.0 TDI STYLE 4MOTION DSG (7-GANG) 5DR SALOON 2018,78,67,100,148,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4123_5688_0_5688.jpg?itok=uEEd2ku7
Volkswagen,T-ROC 5DR SALOON 2018,78,67,100,148,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4199_5783_0_5783.jpg?itok=jeKNqsgY
Volkswagen,T-ROC CABRIOLET 2DR SALOON 2020,74,51,57,156,
Volkswagen,T6 4DR MPV 2019,87,126,121,107,
Volkswagen,T6 MULTIVAN 2.0 4DR MPV 2018,87,126,121,107,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/4183_5754_0_5754.jpg?itok=XwgfJPxv
Volkswagen,T6 MULTIVAN 2.0 TDI BMT TRENDLINE 4DR MPV 2016,87,126,121,107,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3905_5436_0_5436.jpg?itok=BHXb8SMn
VW Nutzfahrzeuge,T6.1 MULTIVAN 2.0 4DR MPV 2020,87,126,121,167,
Renault,TALISMAN ENERGY DCI 4DR SALOON 2016,119,49,101,196,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3965_5468_0_5468.jpg?itok=0NBUMwlV
Renault,TALISMAN GRANDTOUR 5DR ESTATE 2016,31,53,45,31,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3975_5503_0_5503.jpg?itok=RVfCiwC-
SEAT,TARRACO 2.0 5DR SALOON 2019,46,71,100,111,
Porsche,TAYCAN 4DR COUPE 2020,78,77,95,155,
Tesla,TESLA MODEL S PERFORMANCE SIGNATURE E-MOTOR 310KW 422 PS 5DR HATCH 2013,113,72,97,190,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3609_5022_0_5022.jpg?itok=OHFhb6dj
Volkswagen,TIGUAN 1.4 TSI 5DR SALOON 2016,85,82,100,156,http://www.ridc.org.uk/sites/default/files/styles/lead_image_content_desktop/public/field/image/car/3980_5521_0_5521.jpg?itok=8lPpU7-N
