make,car_model,depth,height,width
Citroen,C3 PICASSO EXCLUSIVE HDI 1.6 5DR HATCH,53,67,99
Citroen,C3 PICASSO VTI 120 EXCLUSIVE 5DR MPV 2014,84,82,90
Citroen,C3 PURTECH VTI 82 TENDANCE 5DR HATCH 2014,74,88,100
Citroen,C3 SX 75HP 1.4I 3DR HATCH,72,91,101
Citroen,C3 TENDENCE HD1 90 5DR HATCH 2010,74,86,95
Citroen,C4 110 HDI FAP VTR PLUS 1.6 5DR HATCH 2008,80,78,105
Citroen,C4 AIRCROSS STOP START EXCLUSIVE 4WD 1.8 HDI 150 5DR 4X4 2012,82,74,100
Citroen,C4 CACTUS PURETECH 110 STOP START 5DR 4X4 2014,80,80,95
Citroen,C4 CACTUS PURETECH 110 STOP START SHINE 5DR 4X4 2014,80,80,95
Citroen,C4 EXCLUSIVE HDI 150 5DR HATCH 2011,83,81,94
Citroen,C4 EXCLUSIVE VTI 120 88KW 5DR HATCH 2013,83,81,105
Citroen,C4 GRAND PICASSO EXCLUSIVE 110 HDI FAP 5DR MPV 2009,32,91,117
Citroen,C4 HDI LX EURO4 92HP VT 1.6 2DR COUPE,80,78,92
Citroen,C4 PICASSO 1.8 16V 5DR MPV 2008,98,92,115
Citroen,C4 PICASSO EXCLUSIVE E-HDI 110 FAP EGS6 5DR MPV 2011,84,92,115
Citroen,C4 PICASSO EXCLUSIVE HDI 1.6 5DR MPV,97,91,117
Citroen,C4 PICASSO EXCLUSIVE HDI 150 FAP 5DR MPV 2012,84,92,115
Citroen,C4 PICASSO INTENSIVE E-HDI 115 85KW 5DR MPV 2013,105,83,117
Citroen,C4 PICASSO TENDANCE 1.8 16V 5DR MPV 2008,98,92,115
Citroen,C4 SX 1.6 5DR HATCH,80,67,105
Citroen,C4 TENDANCE EGS6 E-HDI 110 5DR HATCH 2011,83,81,94
Citroen,C4 TENDANCE VTI 120 5DR HATCH 2010,83,81,94
Citroen,C4 VTR+1.6 3DR HATCH,79,78,105
Citroen,C4 VTRI HDI 2.0 5DR HATCH,75,78,95
Citroen,C5 1.6HDI 4DR SALOON 2008,104,52,107
Citroen,C5 TENDANCE AUTOMATIK THP 155 4DR SALOON 2011,103,52,108
Citroen,C5 TENDANCE HDI 140 FAP 5DR ESTATE 2011,107,77,107
Citroen,C5 TOURER 110 HDI FAP 5DR HATCH 2008,107,77,107
Citroen,C8 EXCLUSIVE 2.0 5DR MPV,39,100,115
Citroen,DISPATCH MULTISPACE L2 HDI 165 EXCLUSIVE 4DR MPV 2015,78,122,116
Citroen,DS3 CHIC VTI 95 1.4 3DR HATCH 2010,74,81,96
Citroen,DS3 SOCHIC HDI 90 FAP 3DR HATCH 2010,74,81,96
Citroen,DS4 HDI 165 5DR HATCH 2011,81,79,104
Citroen,GRAND C4 PICASSO EXCLUSIVE 115 BLUE HDI 110KW/150PS 5DR MPV 2013,36,83,115
Citroen,GRAND C4 PICASSO EXCLUSIVE HDI 1.6 5DR MPV,27,91,115
Citroen,NEMO 1.4 XLS 5DR VAN 2008,151,104,104
Citroen,PICASSO XSARA DESIRE 1.6 5DR MPV,92,93,116
Honda,CIVIC 1.0 5DR HATCH 2017,92,70,86
Honda,CIVIC 1.6 I-DTEC 5DR HATCH 2018,92,70,86
Honda,CIVIC 1.8 SPORT 5DR HATCH 2015,85,82,104
Honda,CIVIC 5DR HATCH 2020,92,70,86
Honda,CIVIC LIMOUSINE 4DR SALOON 2019,90,55,102
Mercedes Benz,CLA 180 SHOOTING BRAKE URBAN 5DR ESTATE 2015,98,68,104
Mercedes Benz,CLA 200 D 5DR ESTATE 2016,98,68,104
Mercedes Benz,CLA SHOOTING BRAKE 5DR ESTATE 2020,105,71,105
Renault,CLIO 1.2 16V 75 DYNAMIQUE 5DR HATCH 2015,66,81,102
Renault,CLIO 2017 5DR HATCH 2018,66,81,102
Renault,CLIO ENERGY TCE 120 INTENS 5DR HATCH 2018,66,81,102
Renault,CLIO TCE 100 5DR HATCH 2019,64,74,97
Renault,CLIO TCE 5DR HATCH 2020,64,74,97
Mercedes Benz,CLS 220 BLUETEC COUPE 9G-TRONIC 4DR COUPE 2015,115,45,99
Mercedes Benz,CLS 250 BLUETEC SHOOTING BRAKE 9G-TRONIC 5DR ESTATE 2015,114,65,108
Mercedes Benz,CLS 400 4DR COUPE 2018,117,47,99
MINI,CLUBMAN 5DR ESTATE 2018,72,67,101
Vauxhall,COMBO LIFE 5DR SALOON 2019,99,100,119
Jeep,COMPASS 1.4 MULTIAIR 140 LIMITED 5DR SALOON 2018,81,85,96
MINI,COOPER D 5DR SALOON 2017,75,72,100
MINI,COOPER S 2DR CONVERTIBLE 2016,40,49,85
MINI,COOPER5DR HATCH 2015,58,71,96
Toyota,COROLLA 1.8 HYBRID 5DR HATCH 2019,80,76,66
Toyota,COROLLA 2.0 HYBRID 5DR HATCH 2019,73,60,95
Toyota,COROLLA TOURING SPORTS 2.0 HYBRID 5DR ESTATE 2019,102,74,117
Vauxhall,CORSA 1.0 DI TURBO ECOFLEX START STOP EDITION 5DR HATCH 2015,62,84,96
Vauxhall,CORSA 1.2 DI 5DR HATCH 2019,66,75,96
Vauxhall,CORSA 1.2 DI 5DR HATCH 2020,66,75,96
Vauxhall,CORSA 1.3 CDTI ECOFLEX START&STOP INNOVATION EASYTRONIC 3DR HATCH 2015,62,83,96
Corvette,C6 COUPE 6.2 2DR 2008,98,51,107
MINI,COUNTRYMAN COOPER 5DR SALOON 2019,75,72,100
Honda,CR-V 1.5 5DR SALOON 2019,96,91,100
Honda,CR-V 1.6 I-DTEC EXECUTIVE 4WD 5DR SALOON 2016,97,91,97
Honda,CR-V 5DR SALOON 2019,96,84,100
Vauxhall,CROSSLAND X 1.2 5DR SALOON 2019,71,87,94
Vauxhall,CROSSLAND X 1.2 DI TURBO START&STOP INNOVATION 5DR SALOON 2018,71,87,94
Lexus,CT 200H 5DR HATCH 2018,82,60,97
Mazda,CX-3 5DR SALOON 2019,69,71,95
Mazda,CX-3 SKYACTIV-D 105 EXCLUSIVE-LINE FWD 5DR SALOON 2015,74,78,91
Mazda,CX-3 SKYACTIV-G 120 EXCLUSIVE-LINE FWD 5DR SALOON 2015,74,78,91
Mazda,CX-30 SKYACTIV-D 5DR SALOON 2019,80,74,100
Mazda,CX-30 SKYACTIV-X 2.0 M HYBRID 5DR SALOON 2020,78,74,100
Mazda,CX-5 5DR SALOON 2017,95,79,104
Mazda,CX-5 5DR SALOON 2018,95,76,104
Mazda,CX-5 SKYACTIV-D 150 EXCLUSIVE-LINE AWD 5DR SALOON 2015,89,82,105
Mazda,CX-5 SKYACTIV-G 194 SPORTS-LINE AWD SKYACTIVE-DRIVE 5DR SALOON 2018,95,79,104
Dacia,DOKKER AMBIANCE 1.6 MPI 85 61KW 5DR ESTATE 2013,112,108,114
Dacia,DUSTER AMBIANCE 4X4 DCI 90 FAP 5DR 4X4 2012,95,73,100
Dacia,DUSTER LAUREATE 4X2 DCI FAP 5DR 4X4 2010,98,84,100
Dacia,DUSTER TCE 125 PRESTIGE 4X2 5DR 4X4 2014,94,84,100
Dacia,LODGY 1.5 DCI 110 FAP 79 KW 5DR MPV 2012,35,95,113
Dacia,LODGY 1.5 DCI 110 FAP PRESTIGE 5DR MPV 2014,35,95,113
Dacia,LODGY 1.6 MPI 5DR MPV 2013,119,95,113
Dacia,LOGAN 1.6MPI 4DR SALOON,100,54,101
Dacia,LOGAN MCV PRESTIGE TCE 90 5DR ESTATE 2013,110,80,99
Dacia,SANDERO 1.4 LPG 5DR HATCH 2010,80,81,99
Dacia,SANDERO LAUREATE 1.6 MPI 5DR HATCH 2008,80,81,99
Dacia,SANDERO LAUREATE TCE 5DR HATCH 2013,79,81,100
Dacia,SANDERO STEPWAY AMBIANCE TCE 90 66KW 5DR HATCH 2013,79,81,100
Daihatsu,CHARADE 1.1 5DR ESTATE,45,81,89
Daihatsu,MATERIA 1.5 5DR MPV,67,83,114
Daihatsu,SIRION SE 1.0 5DR HATCH,54,78,103
Daihatsu,SIRION SX 1.3 5DR HATCH,54,79,103
Daihatsu,TERIOS SX 1.5 5DR ESTATE,74,96,102
Daihatsu,TERIOS TOP S 4WD 1.5 5DR 4X4 2009,74,96,102
Land Rover,DISCOVERY 5DR 4X4 2018,112,83,119
Land Rover,DISCOVERY SPORT 5DR SALOON 2016,76,88,100
Fiat,DOBLO 1.4 5DR SALOON 2016,101,117,118
Dodge,NITRO SXT 2.8 CRD 5DR 4X4,87,77,109
Dacia,DOKKER COMFORT 5DR SALOON 2019,111,108,112
DS Automobiles,DS 3 3DR HATCH 2016,78,70,99
DS Automobiles,DS 3 CROSSBACK 5DR SALOON 2020,68,80,96
DS Automobiles,DS 4 CROSSBACK BLUEHDI 180 EAT6 5DR HATCH 2016,81,79,104
DS Automobiles,DS 5 HYBRID 4X4 ETG6 5DR HATCH 2015,84,61,108
DS Automobiles,DS 7 CROSSBACK 4X4 5DR SALOON 2020,84,70,100
DS Automobiles,DS 7 CROSSBACK 5DR SALOON 2018,97,78,95
Dacia,DUSTER 2WD 5DR SALOON 2019,97,83,99
Dacia,DUSTER 5DR SALOON 2018,97,83,99
Dacia,DUSTER 5DR SALOON 2019,97,83,99
Dacia,DUSTER DCI4X4 5DR SALOON 2016,94,74,100
Mercedes Benz,E 200 CABRIOLET AVANTGARDE 3DR CONVERTIBLE 2017,93,38,74
Mercedes Benz,E 220 D 4DR SALOON 2016,114,45,99
Mercedes Benz,E 220 D 5DR ESTATE 2017,116,73,110
Mercedes Benz,E 300 4DR SALOON 2019,109,45,99
Mercedes Benz,E 400 COUPE EDITION 1 3DR 2017,102,47,86
Peugeot,E-2008 GT 5DR SALOON 2020,78,79,95
Peugeot,E-208 GT 5DR HATCH 2020,67,75,96
Volkswagen,E-GOLF5DR HATCH 2018,74,69,101
KIA,E-NIRO (64 KWH) 5DR SALOON 2019,76,68,105
Nissan,E-NV200 COMBI PREMIUM 5DR MPV 2015,113,122,121
Jaguar,E-PACE 5DR SALOON 2019,86,71,103
Audi,E-TRON 55 QUATTRO 5DR SALOON 2019,107,70,99
Audi,E-TRON SPORTBACK 5DR SALOON 2020,78,77,95
Volkswagen,E-UP! 5DR HATCH 2020,80,81,105
Volkswagen,E-UP!5DR HATCH 2018,60,85,91
Mitsubishi,ECLIPSE CROSS 5DR SALOON 2018,80,76,99
Volkswagen,ECO UP! 1.0 5DR HATCH 2020,60,85,97
Ford,ECOSPORT 1.0 ECOBOOST TITANIUM 5DR SALOON 2016,66,95,99
Ford,ECOSPORT 1.5 5DR SALOON 2018,69,86,88
Ford,EDGE 5DR SALOON 2017,104,80,114
Mercedes Benz,EQC 400 AMG SALOON 2020,102,65,109
Lexus,ES 300H 4DR SALOON 2020,107,50,105
Renault,ESPACE ENERGY 5DR MPV 2018,111,79,108
Renault,ESPACE ENERGY DCI 160 INITIALE PARIS EDC 5DR MPV 2015,46,78,115
Jaguar,F-PACE 20D PRESTIGE AWD AUTOMATIK 5DR SALOON 2017,102,75,104
Skoda,FABIA 1.0 5DR HATCH 2019,72,85,96
Skoda,FABIA 1.2 TSI STYLE 5DR HATCH 2015,71,85,92
Skoda,FABIA COMBI 1.2 TSI STYLE 5DR ESTATE 2015,94,84,95
Fiat,500 0.9TWINAIR 0.9 2-CYLINDER 3DR HATCH 2012,53,89,101
Fiat,500 1.3 JTD MULTIJET 16V 3DR HATCH 2008,54,88,101
Fiat,500 C LOUNGE TWIN AIR 2DR CONVERTIBLE 2011,54,48,101
Fiat,500 LOUNGE 1.2 8V 3DR HATCHBACK 2009,54,88,101
Fiat,500 LOUNGE 1.3 JTD 16V DPF 3DR HATCH 2008,54,88,101
Fiat,500C 1.3 MJT 16V 2DR CONVERTIBLE 2009,54,48,101
Fiat,500L EASY 1.4 16V 70KW 5DR MPV 2012,70,85,97
Fiat,500L LIVING 1.6 16V MULTIJET LOUNGE 5DR MPV 2014,37,97,97
Fiat,500L TREKKING 1.6 MULTIJET 16V START STOP 5DR MPV 2014,85,82,104
Fiat,BRAVO DYNAMIC 1.4 T JET 16V 5DR HATCH 2008,79,82,101
Fiat,BRAVO DYNAMIC 1.9 5DR HATCH,79,82,101
Fiat,DOBLO ACTIVE 1.3 6DR MPV,86,141,119
Fiat,DOBLO JTD DYNAMIC 1.9 5DR ESTATE,93,119,119
Fiat,DOBLO MULTIJET 1.6 JTD 5DR ESTATE 2010,100,174,112
Fiat,DOBLO MULTIJET ACTIVE 1.3 5DR MPV,86,117,119
Fiat,DOBLO MULTIJET FAMILY 1.3 5DR ESTATE,22,117,115
Fiat,FIORINO QUBO 1.3 JTD MULTIJET 5DR ESTATE 2009,73,104,100
Fiat,FREEMONT URBAN 2.0 JTD MULTIJET 16V 5DR MPV 2011,41,81,91
Fiat,GRANDE PUNTO 1.4 8V NATURAL POWER 5DR HATCHBACK 2009,62,70,97
Fiat,IDEA JTD DYNAMIC MULTIJET 1.3 5DR HATCH,76,97,107
Fiat,LINEA EMOTION 1.4 T JET 4DR SALOON 2008,107,56,91
Fiat,MULTIPLA ELEGANZA 1.9 5DR MPV,70,97,117
Fiat,MULTIPLA JTD ELEGANZA 1.9 5DR MPV,66,96,120
Fiat,MULTIPLA MULTIJET 5DR MPV,55,96,120
Fiat,PANDA 0.9 8V TWINAIR NATURAL POWER LOUNGE 5DR HATCH 2014,53,78,101
Fiat,PANDA 1.2 5DR 4X4,51,85,101
Fiat,PANDA 100HP 1.4 5DR HATCH,52,85,101
Fiat,PANDA 4X4 1.3 JTD 5DR HATCH 2013,53,78,101
Fiat,PANDA DYNAMIC 1.2 5DR HATCH 2010,48,84,101
Fiat,PANDA ELEGANZA 1.2 5DR HATCH,53,85,100
Fiat,PANDA LOUNGE 1.2 8V 51 KW 5DR HATCH 2012,53,86,101
Fiat,PANDA TWIN AIR NATURAL POWER LOUNGE 0.9 8V CNG 59KW 5DR HATCH 2012,53,78,101
Fiat,PUNTO 0.9 L 62 KW 3DR HATCH 2012,71,84,97
Fiat,PUNTO 1.2 5DR HATCH,70,85,98
Fiat,PUNTO 1.3 JTD 16V MULTIJET START STOP 5DR HATCH 2012,71,84,97
Fiat,PUNTO 16V ACTIVE SPORT 1.2 3DR HATCH,71,84,102
Fiat,PUNTO EVO 1.3 JTD 16V MULTIJET START & STOP 5DR HATCH 2010,71,84,97
Fiat,PUNTO EVO 1.4 16V TURBO 5DR HATCH 2010,71,84,97
Fiat,PUNTO GRANDE ACTIVE SPORT 1.4 3DR HATCH,70,84,97
Fiat,PUNTO JTD ELEGANZA 1.3 5DR HATCH,71,83,103
Fiat,SEDICA MULTIJET DYNAMIC 1.9 5DR HATCH,68,88,102
Fiat,SEDICI ELEGANZA 1.9 5DR HATCH,68,88,102
Fiat,STILO MULTIJET DYNAMIC 1.9 5DR HATCH,72,88,101
Ford,FIESTA 1.0 5DR HATCH 2017,58,79,97
Ford,FIESTA 1.5 5DR HATCH 2018,58,79,97
Ford,FIESTA 5DR HATCH 2019,58,79,97
Ford,FIESTA ST 1.5 PAKET 3DR HATCH 2020,76,68,103
Ford,FOCUS 1.0 ECOBOOST START/STOPP TITANIUM 5DR HATCH 2015,84,81,102
Ford,FOCUS 1.5 5DR HATCH 2018,76,70,100
Ford,FOCUS 1.5 5DR HATCH 2019,76,70,101
Ford,FOCUS RS5DR HATCH 2016,111,73,110
Ford,FOCUS TURNIER 1.0 5DR ESTATE 2019,103,71,112
Ford,FOCUS TURNIER 1.5 ECOBOOST START STOP TITANIUM 5DR ESTATE 2015,101,77,113
Ford,FOCUS TURNIER ST 2.0 ECOBOOST START/STOPP LEDER-EXKLUSIV-PAKET 5DR ESTATE 2016,101,78,113
Ford,FOCUS TURNIER ST 2.3 5DR ESTATE 2020,103,71,112
Ford,B-MAX TITANIUM 1.0 ECOBOOST 88 KW 5DR MPV 2013,65,78,100
Ford,B-MAX TITANIUM 1.6 TDCI 70KW 5DR MPV 2012,65,78,100
Ford,C-MAX 1.6 ECO BOOST TITANIUM 5DR MPV 2010,85,93,102
Ford,ECOSPORT 1.0 ECOBOOST TITANIUM 5DR 4X4 2014,66,95,99
Ford,FIESTA ECONETIC 1.6 TDCI 3DR HATCHBACK 2009,59,83,100
Ford,FIESTA TCDI GHIA 1.4 5DR HATCH,71,84,100
Ford,FIESTA TITANIUM 1.0 ECOBOOST 74KW 5DR HATCH 2013,72,83,100
Ford,FIESTA TITANIUM 1.25 5DR HATCH 2010,68,83,99
Ford,FIESTA TITANIUM 1.6 TI VCT 5DR HATCH 2008,68,83,99
Ford,FIESTA TREND 1.6 TDCI DPF 5DR HATCHBACK 2009,68,83,99
Ford,FIESTA TREND 1.6 TDCI ECONETIC 70 KW 5DR HATCH 2012,72,83,100
Ford,FIESTA ZETEC 1.4 3DR HATCH,71,81,100
Ford,FOCUS 1.6 TI - VCT 5DR HATCH 2011,89,81,102
Ford,FOCUS 2.0 TDCI 5DR HATCH 2008,91,81,104
Ford,FOCUS C MAX TDCI ZETEC 1.6 5DR MPV,87,92,104
Ford,FOCUS ECONETIC 1.6 TDCI 5DR HATCH 2008,91,81,104
Ford,FOCUS ELECTRIC 107KW 146PS 5DR HATCH 2013,83,52,104
Ford,FOCUS GHIA 1.6 4DR SALOON,103,58,104
Ford,FOCUS II TITANIUM 2.0 TDCI FAP 5DR HATCHBACK 2009,91,81,104
Ford,FOCUS LX 1.6 5DR ESTATE,103,79,115
Ford,FOCUS RS 2.5 3DR HATCHBACK 2009,91,81,104
Ford,FOCUS TITANIUM 2.0 TDCI (DPF) 5DR HATCH 2011,89,81,102
Ford,FOCUS TITANIUM ECO BOOST START STOP 1.0 92 KW 5DR HATCH 2012,84,76,102
Ford,FOCUS TURNIER 1.6 ECOBOOST 5DR ESTATE 2011,102,76,113
Ford,FOCUS TURNIER II STYLE 2.0 5DR ESTATE 2008,101,78,116
Ford,FOCUS TURNIER TITANIUM 1.6 TDCI 5DR ESTATE 2011,102,76,113
Ford,FOCUS ZETEC C1 MATE 1.6 3DR HATCH,92,80,104
Ford,FOCUS ZETEC1.6 5DR HATCH,92,81,105
Ford,FUSION 31.6 5DR HATCH,75,90,100
Ford,GALAXY LX TDCI 2.0 5DR MPV,39,106,113
Ford,GALAXY TDI ZETEC 1.9 5DR MPV,49,103,112
Ford,GALAXY TITANIUM 2.0 TDCI DPF 5DR MPV 2010,41,106,114
Ford,GALAXY TITANIUM 2.2 5DR MPV 2009,41,106,114
Ford,GRAND C-MAX 1.0 ECOBOOST 5DR MPV 2013,113,83,102
Ford,GRAND C-MAX TITANIUM 2.0 TDCI 5DR MPV 2011,98,98,102
Ford,GRAND TOURNEO CONNECT 1.6 TDCI TITANIUM 5DR ESTATE 2014,55,114,119
Ford,KA COLLECTION 1.3 3DR HATCH,58,81,91
Ford,KA TITANIUM 1.2 3DR HATCHBACK 2009,53,86,100
Ford,KA TITANIUM 1.2 51KW 3DR HATCH 2011,53,86,100
Ford,KUGA 2.0 TDCI 103KW 5DR 4X4 2013,84,80,104
Ford,KUGA 4X4 TITANIUM 2.0TDCI 5DR 2008,87,77,104
Ford,KUGA TITANIUM 2.0 TDCI 5DR 4X4 2010,87,77,104
Ford,MONDEO GHIA 2.0 5DR ESTATE,110,77,112
Ford,MONDEO TDCI GHIA 2.0 5DR HATCH,103,79,96
Ford,MONDEO TREND 1.6 5DR HATCH 2008,115,81,89
Ford,MONDEO TURNIER 2.0 ECO BOOST SCTI 5DR ESTATE 2010,113,79,114
Ford,MONDEO TURNIER TITANIUM 2.0 TDCI 5DR ESTATE 2008,113,76,102
Ford,MONDEO TURNIER TITANIUM 2.0 TDCI 5DR ESTATE 2010,114,76,103
Ford,RANGER DOUBLE CAB LIMITED 2.2 TDCI 110 KW 4DR MPV 2012,145,50,112
Ford,S MAX ZETEC 2.0 5DR MPV,48,92,113
Ford,S-MAX TITANIUM 2.0 TDCI 5DR MPV 2010,111,92,102
Ford,TOURNEO CONNECT 1.0 ECOBOOST START STOP TITANIUM 5DR ESTATE 2014,91,100,119
Ford,TOURNEO CUSTOM 300L LIMITED 2.2 TDCI 92KW 125 PS 5DR MPV 2013,62,131,121
Subaru,FORESTER 2.0D S 5DR SALOON 2017,79,80,103
Smart,FORFOUR 1.0 PRIME 5DR HATCH 2015,57,64,100
Smart,FORFOUR 5DR HATCH 2020,58,64,100
Smart,FORTWO CABRIO 2DR CONVERTIBLE 2016,73,82,83
Smart,FORTWO COUPÉ 1.0 PASSION 3DR HATCH 2015,45,64,98
Smart,FORTWO COUPE 3DR HATCH 2018,45,64,98
Ford,GALAXY 2.0 TDCI START/STOPP TITANIUM 5DR MPV 2016,41,90,107
Maserati,GHIBLI DIESEL AUTOMATIK 4DR SALOON 2015,107,45,82
Alfa Romeo,GIULIA 2.2 4DR SALOON 2019,94,47,66
Alfa Romeo,GIULIETTA 1.4 5DR HATCH 2017,75,76,102
Mercedes Benz,GLA 200 D 5DR SALOON 2020,80,81,105
Mercedes Benz,GLA 200 D URBAN 5DR SALOON 2015,80,71,104
Mercedes Benz,GLA 220 STYLE 4MATIC 7G-DCT 5DR SALOON 2018,80,71,104
Mercedes Benz,GLB 220 D AMG LINE 5DR SALOON 2020,95,87,105
Mercedes Benz,GLC 220 D 4MATIC 9G-TRONIC 5DR SALOON 2018,92,75,109
Mercedes Benz,GLC 220 D 5DR SALOON 2020,92,75,109
Mercedes Benz,GLC 250 D 4MATIC 9G-TRONIC 5DR SALOON 2015,92,75,109
Mercedes Benz,GLC COUPE 350 E 5DR SALOON 2017,98,64,110
Mercedes Benz,GLC F-CELL 5DR SALOON 2020,92,72,109
Mercedes Benz,GLE 250 D 9G-TRONIC 5DR SALOON 2016,102,84,103
Mercedes Benz,GLE 350 D 5DR SALOON 2019,105,81,104
Mercedes Benz,GLE 350 DE 5DR SALOON 2020,105,81,104
Mercedes Benz,GLE COUPÉ 350 D 4MATIC 9G-TRONIC 5DR SALOON 2015,111,76,103
Mercedes Benz,GLE COUPE 400 D AMG LINE 5DR SALOON 2020,113,73,110
Volkswagen,GOLF 1.0 ETSI 5DR HATCH 2020,75,77,101
Volkswagen,GOLF 1.0 TSI BLUEMOTION COMFORTLINE 5DR HATCH 2015,74,69,101
Volkswagen,GOLF 1.5 5DR HATCH 2017,74,69,101
Volkswagen,GOLF 1.5 ETSI 5DR HATCH 2020,75,77,101
Volkswagen,GOLF 1.5 TSI 5DR HATCH 2017,74,79,101
Volkswagen,GOLF 1.6 5DR HATCH 2019,74,70,101
Volkswagen,GOLF 2.0 5DR HATCH 2020,75,77,101
Volkswagen,GOLF 5DR HATCH 2019,74,70,101
Volkswagen,GOLF GTE DSG 5DR HATCH 2015,73,69,101
Volkswagen,GOLF GTI 3DR HATCH 2017,74,79,101
Volkswagen,GOLF SPORTSVAN 1.6 5DR MPV 2019,76,88,100
Volkswagen,GOLF SPORTSVAN 1.6 TDI5DR MPV 2016,90,91,100
Volkswagen,GOLF SPORTSVAN 5DR MPV 2018,76,88,100
Volkswagen,GOLF VARIANT 1.4 5DR ESTATE 2016,105,69,101
Volkswagen,GOLF VARIANT 1.5 TSI 5DR ESTATE 2017,105,69,101
Toyota,GR SUPRA 3DR COUPE 2019,78,53,85
Ford,GRAND C-MAX 1.5 TDCI START/STOPP TITANIUM 5DR MPV 2015,98,98,102
Renault,GRAND SCÉNIC 5DR MPV 2017,42,77,109
Vauxhall,GRANDLAND X 1.2 DI TURBO START&STOP DYNAMIC 5DR SALOON 2018,87,82,100
Vauxhall,GRANDLAND X 1.5 5DR SALOON 2019,87,82,100
Vauxhall,GRANDLAND X 5DR SALOON 2018,87,82,100
Lada,GRANTA 1.6 4DR SALOON 2016,102,59,92
Honda,ACCORD EXECUTIVE 2.0 4DR SALOON 2011,111,52,76
Honda,ACCORD TOURER 2.2 I DTEC 5DR ESTATE 2008,107,71,78
Honda,ACCORD TOURER EXECUTIVE 2.2 I-DTEC 180 5DR ESTATE 2011,107,70,78
Honda,ACCORD TOURER EXECUTIVE 2.2 I-DTEC AUTOM. 5DR ESTATE 2011,107,70,78
Honda,ACCORD VTEC EXSN+HFT 2.0 4DR SALOON,106,55,90
Honda,CIVIC 1.4 SPORT 38442 5DR HATCHBACK 2009,87,83,104
Honda,CIVIC 1.6 I-DTEC LIFESTYLE 5DR HATCH 2014,85,82,104
Honda,CIVIC 1.8 SPORT 1.8104KW 140PS 5DR HATCH 2013,85,82,104
Honda,CIVIC LIFESTYLE 1.6 I-DTEC 88KW 5DR HATCH 2013,85,82,104
Honda,CIVIC SPORT 2.2 I-DTEC 5DR HATCH 2012,85,82,104
Honda,CIVIC TOURER 1.6 I-DTEC LIFESTYLE 5DR ESTATE 2014,99,99,105
Honda,CIVIC VTEC ES 1.8 5DR HATCH,86,84,104
Honda,CIVIC VTEC SE 1.6 5DR HATCH,82,81,77
Honda,CIVIC VTEC SPORT 1.6 3DR HATCH,76,79,78
Honda,CR V I VTEC SPORT 2.0 5DR MPV,91,97,82
Honda,CR-V ELEGANCE 2.2 I-DTEC 5DR 4X4 2010,96,94,106
Honda,CR-V EXECUTIVE 4WD 2.2 I-DTEC 110KW 5DR 4X4 2012,97,91,97
Honda,CR-Z IMA GT 1.5 HYBRID 3DR COUPE 2010,76,61,83
Honda,FR V SPORT CTDI 2.0 5DR MPV,84,85,110
Honda,HR-V 1.5 I-VTEC EXECUTIVE 5DR SALOON 2016,80,86,101
Honda,INSIGHT EXCLUSIVE CVT AUTOMATIC 1.3 HYBRID 65-72KW 5DR HATCH 2012,83,65,94
Honda,INSIGHT HYBRID 1.3 5DR HATCHBACK 2009,83,65,94
Honda,JAZZ 1.4 5DR HATCHBACK 2009,64,87,101
Honda,JAZZ 1.4 EXCLUSIVE 5DR HATCH 2014,72,87,101
Honda,JAZZ EXCLUSIVE CVT 1.4 HYBRID 5DR HATCH 2011,54,85,101
Honda,JAZZ S 1.2 5DR HATCH,72,90,102
Honda,HR-V 1.5 5DR SALOON 2020,81,85,101
Hyundai,ACCENT GSI 1.3 5DR HATCH,83,76,96
Hyundai,AMICA CDX 1.1 5DR HATCH,61,89,97
Hyundai,COUPE SE 2.0 3DR HATCH,86,72,92
Hyundai,GENESIS COUPE 2.0T 202KW 2DR COUPE 2013,101,42,88
Hyundai,GETZ CDX 1.1 5DR HATCH,62,88,99
Hyundai,GETZ CDX 1.3 5DR HATCH,61,88,99
Hyundai,GETZ GSI 1.1 3DR HATCH,61,88,99
Hyundai,GRAND SANTA FE 2.2 CRDI 4WD 5DR 4X4 2014,45,79,112
Hyundai,H 1 TRAVEL 2.5 5DR MPV 2009,85,118,122
Hyundai,I 20 COMFORT 1.4 CRDI (DPF) 5DR HATCH 2010,63,84,110
Hyundai,I 40CW BLUE STYLE 1.7 CRDI 5DR ESTATE 2011,113,71,99
Hyundai,I10 1.0 STYLE 5DR HATCH 2014,55,83,105
Hyundai,I10 CLASSIC 1.1 5DR HATCH 2008,54,87,101
Hyundai,I10 STYLE 1.1 5DR HATCH 2011,54,87,101
Hyundai,I10 STYLE 1.2 5DR HATCHBACK 2009,54,87,101
Hyundai,I20 1.2 5DR HATCHBACK 2009,63,84,110
Hyundai,I20 STYLE 1.6 CRD1 (DPF) 5DR HATCH 2010,63,84,110
Hyundai,I20 TREND 1.2 63KW 5DR HATCH 2013,89,84,110
Hyundai,I30 1.6 CRDI BLUE STYLE 5DR HATCH 2010,78,75,104
Hyundai,I30 BLUE TREND 1.6 CRDI 5DR HATCH 2012,78,72,103
Hyundai,I30 COUPE DESIGN 1.4 73KW 3DR HATCH 2013,76,80,103
Hyundai,I30 CW 1.6 CRDI 5DR ESTATE 2008,91,76,104
Hyundai,I30 CW COMFORT 1.6 5DR ESTATE 2008,91,76,104
Hyundai,I30 STYLE 1.6 99KW 135 PS 5DR HATCH 2013,78,72,103
