make,car_model,depth,height,width
Vauxhall,MOKKA 1.6 CDTI ECOFLEX START STOP EDITION 5DR SALOON 2015,71,78,100
Vauxhall,MOKKA X 1.4 5DR SALOON 2017,71,78,100
Ford,MONDEO 1.5 TDCI TITANIUM 5DR HATCH 2016,117,76,87
Ford,MONDEO 2.0 HYBRID POWERSHIFT 4DR SALOON 2015,59,50,91
Ford,MONDEO TURNIER 1.5 ECOBOOST TITANIUM 5DR ESTATE 2014,111,70,104
Ford,MONDEO TURNIER 2.0 HYBRID 5DR ESTATE 2020,107,63,99
Ford,MONDEO TURNIER 2.0 TDCI TITANIUM 5DR ESTATE 2016,111,71,104
Ford,MUSTANG FASTBACK 2DR COUPE 2016,101,45,94
Mazda,MX-5 2DR COUPE 2019,38,47,54
Mazda,MX-5 RF 2DR COUPE 2017,38,47,54
Mazda,MX-5 SKYACTIV-G 131 SPORTS-LINE 2DR COUPE 2016,37,46,52
Hyundai,NEXO5DR SALOON 2018,102,67,102
KIA,NIRO 1.6 5DR SALOON 2016,104,74,101
KIA,NIRO 1.6 GDI PLUGIN-HYBRID 5DR SALOON 2020,78,70,99
Nissan,370 Z ROADSTER PACK AUTOMATIC 3.7 241KW 2DR CONVERTIBLE 2012,61,37,44
Nissan,370Z 3.7 V6 3DR COUPE 2009,89,42,52
Nissan,ALMERA SE 1.8 5DR HATCH,78,78,92
Nissan,ALMERA SE1.8 3DR HATCH,79,78,92
Nissan,ALMERA TINO SE1.8 5DR MPV,94,90,92
Nissan,C+C CONVERTIBLE 1.6 2DR SALOON,76,67,101
Nissan,CUBE KAADO 1.6 5DR MPV 2010,59,111,97
Nissan,GT R PREMIUM EDITION 3.8 BITURBO 2DR COUPE 2009,69,50,78
Nissan,JUKE 1.2 DIG-T TEKNA 5DR SALOON 2014,66,67,97
Nissan,JUKE ACENTO 1.5 DCI (DPF) 5DR 4X4 2011,66,67,89
Nissan,JUKE TEKNA 1.6 DIG-T CVT-AUTOMATIC 5DR 4X4 2011,66,67,89
Nissan,LEAF TEKNA 5DR HATCH 2014,62,91,100
Nissan,LEAF ZERO EMISSION 5DR HATCH 2012,59,91,100
Nissan,LEAF ZERO EMISSION ELEKTRO 5DR HATCH 2011,59,91,100
Nissan,MICRA 1.2 TEKNA 5DR HATCH 2014,57,91,100
Nissan,MICRA 1.5DCI 5DR HATCH 2008,75,97,102
Nissan,MICRA ACENTA 1.2 CVT 5DR HATCH 2011,58,91,99
Nissan,MICRA SE1.2 5DR HATCH,54,98,102
Nissan,MICRA SE1.4 3DR HATCH,55,97,102
Nissan,MICRA SPIRITA 1.4 5DR HATCH,54,97,101
Nissan,MICRA SPORT 1.2 5DR HATCH,51,96,102
Nissan,MICRA TEKNA 1.2 DIG-S 5DR HATCH 2011,58,91,99
Nissan,MICRA VISIA 1.2 3DR HATCH 2008,75,97,102
Nissan,MURANO EXECUTIVE 3.5 V6 CVT 5DR 4X4 2009,92,77,110
Nissan,MURANO EXECUTIVE 4X4 AUTOMATIC 2.5 DCI 5DR 4X4 2011,92,77,110
Nissan,NAVARA DOUBLE CAB LE 2.5 DCI 4DR 4X4 2012,144,43,108
Nissan,NOTE 1.2 DIG-S TEKNA 5DR MPV 2014,64,82,96
Nissan,NOTE 1.5 DCI 66 KW 5DR MPV 2012,57,70,100
Nissan,NOTE SE 1.6 5DR HATCH,55,70,100
Nissan,NV200 1.5 DCI 5DR MPV 2011,45,122,119
Nissan,PATHFINDER SPORT DCI 2.5 5DR MPV,44,88,112
Nissan,PATHFINDER TREK DCI 2.5 5DR 4X4,115,88,112
Nissan,PATHFINDER V6 DCI 5DR 4X4 2011,44,88,113
Nissan,PIXO ACENTA 1.0 5DR HATCHBACK 2009,58,72,108
Nissan,PRIMASTAR AVANTOUR 2.5 DCI 150 4DR MPV 2008,73,130,121
Nissan,PRIMERA SX SAT 1.8 5DR HATCH,102,73,91
Nissan,QASHQAI +2 TEKNA 2.0 4WD 5DR 4X4 2009,24,75,105
Nissan,QASHQAI 1.2 DIG-T VISIA 5DR 4X4 2014,72,79,110
Nissan,QASHQAI 1.5 DCI ACENTA 5DR 4X4 2014,83,82,11
Nissan,QASHQAI 1.6 DCI I-WAY 4X2 5DR 4X4 2012,90,78,105
Nissan,QASHQAI 4X2 ACENTA 1.5 DCI 5DR 4X4 2008,88,80,104
Nissan,QASHQAI VISIA 1.6 5DR HATCH,89,80,104
Nissan,QASHQAI VISIA 2WD 1.5 DCI ECO 5DR HATCH 2010,90,78,105
Nissan,QASHQAI+2 I-WAY 2.0 DCI 4X4 5DR 4X4 2011,24,75,105
Nissan,TIIDA TEKNA 1.6 5DR HATCHBACK 2008,89,89,99
Nissan,X TRAIL D SPORT DCI 2.2 5DR ESTATE,101,82,98
Nissan,X TRAIL LE 2.0 DCI 5DR 4X4 2008,104,81,103
Nissan,X-TRAIL 1.6 DCI TEKNA 4X4I 5DR 4X4 2014,89,79,97
Lexus,NX 300H EXECUTIVE E-FOUR AUTO 5DR SALOON 2015,93,68,113
Skoda,OCTAVIA 1.4 TSI 5DR ESTATE 2017,108,82,100
Skoda,OCTAVIA 5DR ESTATE 2017,108,82,100
Skoda,OCTAVIA COMBI 1.4 5DR ESTATE 2016,45,58,98
Skoda,OCTAVIA COMBI 1.6 TDI GREENLINE5DR ESTATE 2015,104,85,101
Skoda,OCTAVIA COMBI 2.0 TDI GREEN TEC ELEGANCE 5DR ESTATE 2014,110,72,100
Skoda,OCTAVIA SCOUT 2.0 TDI GREEN TEC 4X4 5DR ESTATE 2015,110,82,100
MINI,ONE3DR HATCH 2018,45,70,80
KIA,OPTIMA 1.7 CRDI SPIRIT DCT 4DR SALOON 2016,111,56,92
KIA,OPTIMA 5DR ESTATE 2017,101,70,100
KIA,OPTIMA SPORTSWAGON 5DR ESTATE 2019,109,65,100
KIA,OPTIMA SPORTSWAGON ESTATE 2019,109,70,100
Subaru,OUTBACK 2.0D SPORT LINEARTRONIC 5DR ESTATE 2016,105,75,107
Subaru,OUTBACK 5DR ESTATE 2018,104,75,108
Mitsubishi,OUTLANDER 2.02WD 5DR SALOON 2016,99,80,100
Mitsubishi,OUTLANDER 5DR SALOON 2019,99,80,100
Porsche,PANAMERA 4 E-HYBRID 5DR COUPE 2017,106,64,85
Porsche,PANAMERA 5DR ESTATE 2018,108,67,86
Fiat,PANDA 0.9 5DR HATCH 2018,53,78,101
Fiat,PANDA 1.2 5DR HATCH 2018,53,78,101
Volkswagen,PASSAT 2.0 TSI BMT HIGHLINE DSG 4DR SALOON 2015,110,55,100
Volkswagen,PASSAT VARIANT 1.4 TSI BMT ACT HIGHLINE 5DR ESTATE 2015,115,80,100
Volkswagen,PASSAT VARIANT 2.0 5DR ESTATE 2019,115,80,100
Volkswagen,PASSAT VARIANT 2.0 TDI 5DR ESTATE 2017,115,79,100
Volkswagen,PASSAT VARIANT 2.0 TDI BMT HIGHLINE 5DR ESTATE 2014,115,80,100
Volkswagen,PASSAT VARIANT 5DR ESTATE 2020,115,80,100
Volkswagen,PASSAT VARIANT GTE 5DR ESTATE 2019,115,79,100
Peugeot,1007 SPORT 110 FAP 3DR HATCH 2008,61,96,100
Peugeot,107 70 ACTIVE 1.0 50 KW 5DR HATCH 2012,46,82,99
Peugeot,107 70 FILOU 1 3DR HATCHBACK 2009,44,81,99
Peugeot,107 URBAN 1.0 5DR HATCH,47,81,101
Peugeot,107 URBAN LITE 1.0 3DR HATCH,47,81,101
Peugeot,108 TOP PURETECH 82 3DR HATCH 2014,46,82,101
Peugeot,2008 ALLURE 1.6 120VTI (88KW) 5DR 4X4 2013,83,78,99
Peugeot,2008 E-HDI FAP 92 STOP START ACTIVE 5DR 4X4 2014,83,78,99
Peugeot,206 LOOK 1.1 5DR HATCH,69,78,112
Peugeot,206 S 1.1 3DR HATCH,69,78,113
Peugeot,206 SW XSR 1.6 5DR ESTATE,83,82,113
Peugeot,206 XSI 2.0 3DR HATCH,69,79,114
Peugeot,206+ ECO 70 1.4 HDI 5DR HATCHBACK 2009,69,78,114
Peugeot,206+ FAP 70 1.4 HDI 5DR HATCH 2010,69,78,114
Peugeot,206+ HDI ECO 70 1.4 3DR HATCH 2010,69,78,114
Peugeot,206S 1.4 5DR HATCH,68,79,115
Peugeot,207 GTI 1.6 3DR HATCH,69,81,104
Peugeot,207 HDI FAP 99G TENDANCE 1.2 HDI 3DR HATCH 2010,70,82,92
Peugeot,207 SPORT 1.4 5DR HATCH,69,82,104
Peugeot,207 SW 110 OUTDOOR 1.6 HDI 5DR ESTATE 2010,82,79,100
Peugeot,208 ACTIVE 1.2 60 KW VTI 5DR HATCH 2012,70,80,96
Peugeot,208 ACTIVE 68 VTI 5DR HATCH 2012,70,80,96
Peugeot,208 E-HDI FAP 68 STOP START EGS 5 5DR HATCH 2012,70,80,96
Peugeot,3008 155 THP ALLURE 5DR 4X4 2014,83,88,94
Peugeot,3008 PLATINUM HDI FAP 150 5DR MPV 2009,83,75,94
Peugeot,3008 TENDANCE HDI FAP 110 EG S6 5DR MPV 2011,83,75,94
Peugeot,307 S (NEW 307) 1.6 5DR HATCH,81,84,100
Peugeot,307 S 1.6 5DR HATCH,81,84,105
Peugeot,307 SW HDI SE (NEW 307) 1.6 5DR ESTATE,107,89,102
Peugeot,307 SW S 1.6 5DR ESTATE,90,90,102
Peugeot,307 XSI 2.0 3DR HATCH,81,84,105
Peugeot,307CC SE 2.0 2DR CONVERTIBLE,73,58,101
Peugeot,308 115 HDI 5DR HATCH 2013,79,76,106
Peugeot,308 82 VTI ACTIVE 5DR HATCH 2014,79,76,106
Peugeot,308 ACCESS 100 VTI 5DR HATCH 2011,83,84,105
Peugeot,308 CC ACTIVE E-HDI FAP 110 2DR CONVERTIBLE 2011,75,58,101
Peugeot,308 CC PLATINUM 2.0 HDI FAP 140 2DR CONVERTIBLE 2009,75,58,101
Peugeot,308 HDI FAP 140 5DR HATCHBACK 2009,83,83,105
Peugeot,308 SPORT 120 VTI 5DR HATCH,81,83,104
Peugeot,308 SW 120 VTI 5DR ESTATE 2008,34,88,101
Peugeot,308 SW ACCESS E-HDI 110 START STOP 5DR ESTATE 2011,97,88,102
Peugeot,308SW PURETECH 130 STOP START ALLURE 5DR ESTATE 2014,105,72,104
Peugeot,4008 4.6 HDI 84KW 5DR 4X4 2013,82,74,100
Peugeot,407 SE 2.0 4DR SALOON,96,51,111
Peugeot,407 SW HDI 140 FAP 5DR ESTATE 2009,100,76,106
Peugeot,407 SW SE 2.0 5DR ESTATE,98,76,111
Peugeot,5008 ACCESS HDI FAP 110 5DR MPV 2011,32,85,108
Peugeot,5008 HDI FAP 150 ALLURE 5DR MPV 2014,32,85,108
Peugeot,5008 PREMIUM 2.0 HDI FAP 150 5DR MPV 2010,32,85,108
Peugeot,508 ALLURE 155 THP 4DR SALOON 2011,104,50,107
Peugeot,508 RXH HYBRID 2.0 HDI FAP 147 KW 5DR ESTATE 2012,103,65,107
Peugeot,508 SW ACCESS 1.6 E-HDI FAP 110 5DR ESTATE 2011,102,74,107
Peugeot,807 PREMIUM 165 HDI FAP 5DR MPV 2010,49,101,115
Peugeot,807 SE 2.0 5DR MPV,32,100,116
Peugeot,BIPPER 75 5DR VAN 2008,151,104,104
Peugeot,BIPPER TEPEE OUTDOOR HDI FAP 75 5DR MPV 2011,73,104,100
Peugeot,ION 49KW 5DR HATCH 2011,55,71,92
Peugeot,PARTNER COMBI TOTEM 1.9D 5DR MPV,84,113,118
Peugeot,PARTNER TEPEE ACTIVE E-HDI 1.6 5DR ESTATE 2013,93,112,120
Peugeot,PARTNER TEPEE ESCAPADE 110 HDI 5DR ESTATE 2008,82,112,116
Peugeot,RCZ 1.6 2DR COUPE 2010,99,104,93
Peugeot,RCZ R 2DR COUPE 2014,99,46,93
KIA,PICANTO 1.0 5DR HATCH 2017,51,83,98
KIA,PICANTO 1.0 EDITION7 5DR HATCH 2016,49,84,99
Volkswagen,POLO 1.0 TSI 5DR HATCH 2017,54,79,98
Volkswagen,POLO 1.0 TSI BLUEMOTION5DR HATCH 2016,68,79,92
Volkswagen,POLO 1.4 TDI BMT COMFORTLINE 5DR HATCH 2015,68,79,92
Volkswagen,POLO 5DR HATCH 2019,66,68,99
Volkswagen,POLO GTI 5DR HATCH 2019,66,68,99
Porsche,911 CARRERA 2DR CONVERTIBLE 2013,41,0,68
Porsche,911 CARRERA 3.8L GTS PDK 2DR COUPE 2011,40,51,47
Porsche,911 CARRERA S COUPE PDK 3.8 294 KW 2DR COUPE 2012,41,0,68
Porsche,BOXSTER S PDK 232KW 315 PS 2DR CONVERTIBLE 2013,25,41,59
Porsche,BOXTER S PDK 3.4 2DR CONVERTIBLE 2009,47,32,103
Porsche,CAYENNE TURBO 3.0 DIESEL 180 KW 5DR 4X4 2012,99,78,105
Porsche,CAYMAN 202KW 275 PS 2DR COUPE 2013,44,61,60
Porsche,MACAN S DIESEL PDK 5DR 4X4 2014,94,72,103
Porsche,PANAMERA S HYBRID TIPTRONIC S 5DR COUPE 2011,80,64,84
Porsche,PANAMERA S PDK 4.8 V8 5DR HATCH 2009,97,64,84
Toyota,PRIUS 1.8 5DR HATCH 2017,84,53,95
Toyota,PRIUS 1.8 HYBRID 5DR HATCH 2019,89,71,93
Toyota,PRIUS 1.8 HYBRID EXECUTIVE 5DR HATCH 2016,91,71,84
Toyota,PRIUS+ 1.8 HYBRID COMFORT 5DR MPV 2015,37,73,101
Toyota,PROACE CITY 5DR MPV 2020,99,111,119
KIA,PROCEED 1.4 5DR ESTATE 2020,106,64,102
Proton,GEN2 GLS 1.6 5DR HATCH,88,76,91
Proton,SATRIA NEO GSX 1.3 3DR HATCH,66,72,90
Proton,SAVY STYLE 1.2 5DR HATCH,52,76,98
Nissan,PULSAR 1.2 DIG-T ACENTA 5DR HATCH 2015,72,88,101
Nissan,PULSAR 1.5 DCI TEKNA 5DR HATCH 2015,72,88,101
Audi,Q2 1.4 5DR SALOON 2017,83,84,99
Audi,Q2 35 TDI SPORT QUATTRO 5DR SALOON 2019,77,77,99
Audi,Q3 2.0 TDI SPORT 5DR SALOON 2015,86,74,99
Audi,Q3 5DR SALOON 2019,89,78,100
Audi,Q3 SPORTBACK 5DR SALOON 2020,91,73,100
Infiniti,Q30 1.6T 5DR HATCH 2018,83,69,104
Infiniti,Q30 2.2DDCT 5DR HATCH 2016,83,69,104
Audi,Q5 2.0 QUATTRO 5DR SALOON 2017,95,78,102
Audi,Q7 3.0 TDI ULTRA QUATTRO TIPTRONIC 5DR SALOON 2016,118,74,108
Audi,Q7 E-TRON QUATTRO TIPTRONIC 5DR SALOON 2018,118,74,108
Nissan,QASHQAI 1.3 SALOON 2019,83,82,110
Nissan,QASHQAI 1.6 5DR SALOON 2017,83,70,110
Nissan,QASHQAI 1.6 DIG-T TEKNA 5DR SALOON 2016,83,82,110
Land Rover,RANGE ROVER 5DR SALOON 2020,84,71,104
Land Rover,RANGE ROVER EVOQUE COUPE 2.2 SD4 3DR 4X4 2011,78,69,99
Land Rover,RANGE ROVER EVOQUE TD4 HSE AUTOMATIK 5DR SALOON 2016,78,69,99
Skoda,RAPID SPACEBACK 1.0 5DR HATCH 2017,72,81,100
Skoda,RAPID SPACEBACK 1.4 TDI GREEN TEC MONTE CARLO 5DR HATCH 2016,72,81,100
Toyota,RAV4 2.5 HYBRID EXECUTIVE 4X4 5DR SALOON 2016,96,85,110
Toyota,RAV4 5DR SALOON 2019,101,86,100
Lexus,RC 200T F SPORT AUTOMATIK 3DR COUPE 2016,107,47,86
Renault,CAPTUR TCE 120 5DR 4X4 2013,61,68,100
Renault,CLIO AUTHENTIQUE 1.2 16V 5DR HATCH 2008,65,89,103
Renault,CLIO CAMPUS AUTHENTIQUE 1.2 3DR HATCH 2010,64,83,97
Renault,CLIO DYNAMIQUE 900CCM ENERGY TCE 90 66KW 5DR HATCH 2013,66,82,102
Renault,CLIO EXPRESSION 1.2 3DR HATCH,65,89,103
Renault,CLIO GRANDTOUR 1.5 DCI FAP DYNAMIQUE 5DR ESTATE 2008,89,74,101
Renault,CLIO GRANDTOUR DCI 85 FAP 5DR ESTATE 2010,89,75,101
Renault,CLIO GRANDTOUR DCI 90 55KW 5DR ESTATE 2013,85,68,96
Renault,CLIO LUXE 1.2 16V 5DR HATCH 2009,65,87,102
Renault,CLIO R.S 1.6 TURBO EDC 147KW 5DR HATCH 2013,66,82,102
Renault,ESPACE CELSIUM 150 DCI 5DR MPV 2013,119,114,117
Renault,ESPACE DYNAMIQUE 1.9 5DR MPV,15,104,117
Renault,FLUENCE DYNAMIQUE 1.6 16V 110 4DR SALOON 2010,101,55,111
Renault,GRAND ESPACE PRIVILEGE 2.2 5DR MPV,35,105,117
Renault,GRAND KANGOO DCI 110 FAP 5DR ESTATE 2012,43,108,114
Renault,GRAND MODUS AUTHENTIQUE 1.2 16V 5DR MPV 2008,73,96,101
Renault,GRAND MODUS DYNAMIQUE 1.5DCI 5DR MPV,73,96,101
Renault,GRAND MODUS NIGHT AND DAY DCI 90 FAP 5DR MPV 2011,58,96,101
Renault,GRAND SCENIC 2.0 DCI 160FAP LUXE LL 5DR MPV 2009,46,94,110
Renault,GRAND SCENIC ENERGY START STOP DCI 100 81KW 5DR MPV 2012,111,92,110
Renault,GRAND SCENIC ENERGY START STOP DCI 130 96KW 5DR MPV 2013,111,92,110
Renault,GRAND SCENIC VVT DYNAMIQUE 1.6 5DR MPV,50,86,109
Renault,KANGOO 1.5 DCI 5DR MPV 2008,91,101,112
Renault,KANGOO BE BOP 1.6 16V 3DR ESTATE 2009,39,108,117
Renault,KANGOO ZE E-MOTOR 44 KW 4DR ESTATE 2012,173,109,118
Renault,KOLEOS 2.0 DCI 5DR 4X4 2008,92,79,107
Renault,KOLEOS NIGHT AND DAY AUTOMATIC 2.0 DCI 150 FAP 5DR 4X4 2011,92,79,107
Renault,LAGUNA COUPE 3.5 V6 2DR 2008,98,44,99
Renault,LAGUNA COUPE DCI 175 2DR COUPE 2012,92,45,99
Renault,LAGUNA DYNAMIQUE 2.0 16V 140 E85 5DR HATCH 2011,98,69,99
Renault,LAGUNA EXPRESSION 1.5 DCI 5DR HATCH 2008,98,69,99
Renault,LAGUNA GRANDTOUR 2.0 16V 5DR ESTATE,110,70,100
Renault,LAGUNA GRANDTOUR GT 2.0 DCI FAP 5DR ESTATE 2008,110,70,100
Renault,LAGUNA GRANDTOUR INITIALE DCI 175 FAP AUTOMATIC 5DR ESTATE 2011,110,70,100
Renault,LAGUNA PRIVILEGE 2.0T 5DR HATCH,97,75,101
Renault,LATITUDE DCI 175 FAP 4DR SALOON 2011,110,105,112
Renault,MEGANE 1.6 16V 5DR HATCHBACK 2009,83,81,112
Renault,MEGANE COUPE 1.9 DC1 3DR COUPE 2008,83,75,111
Renault,MEGANE COUPE CABRIO 2.0 16V 2DR CONVERTIBLE 2008,71,54,104
Renault,MEGANE COUPE CABRIOLET ENERGY TCE 130 START STOP 2DR CONVERTIBLE 2014,72,42,90
Renault,MEGANE COUPE ENERGY 1.2 85 KW 3DR COUPE 2012,85,75,112
Renault,MEGANE COUPE TCE 250 SPORT 2.0 3DR COUPE 2010,85,75,112
Renault,MEGANE COUPE-CABRIOLET LUXE DCI 130 FAP 2DR CONVERTIBLE 2010,71,41,90
Renault,MEGANE DYNAMIQUE 1.6 5DR HATCH,77,82,113
Renault,MEGANE DYNAMIQUE 1.9 4DR SALOON,98,50,115
Renault,MEGANE ENERGY START STOP DCI 130 FAP 5DR HATCH 2012,83,81,112
Renault,MEGANE ENERGY TCE 130 START STOP BOSE 5DR HATCH 2014,83,81,112
Renault,MEGANE GRAND TOUR 1.5 DCI 81 KW 5DR ESTATE 2012,97,77,110
Renault,MEGANE GRANDTOUR DCI 110 FAP 1.5 5DR ESTATE 2009,97,75,110
Renault,MEGANE GRANDTOUR ENERGY DCI 110 START STOP PARIS 5DR ESTATE 2014,97,77,110
Renault,MEGANE GT DCI 160 FAP 5DR HATCH 2010,83,81,112
Renault,MEGANE LUXE DCI 1.9 130 FAP 5DR HATCHBACK 2009,83,81,112
Renault,MEGANE SP TOURER 1.6 5DR ESTATE,104,81,111
Renault,MEGANE SPORT 1.6 3DR HATCH,77,82,112
Renault,MEGANE TURBODYNAMIQUE 2.0 5DR HATCH,78,81,112
Renault,MEGANE VVT SPORT TOURER 1.6 5DR ESTATE,106,79,112
Renault,MODUS AVANTGARD 1.2 16V 5DR HATCH 2008,59,97,99
Renault,MODUS DYNAMIQUE 1.5 DCI 5DR HATCH 2008,59,97,99
Renault,MODUS DYNAMIQUE1.6 5DR HATCH,55,96,99
Renault,NEW CLIO DCI DYNAMIQUE 1.5 3DR HATCH,65,87,99
Renault,SCENIC DCI 130 START STOP DYNAMIQ 5DR MPV 2011,90,93,111
Renault,SCENIC DYNAMIQUE DCI 110 FAP EDC 5DR MPV 2011,90,93,111
Renault,SCENIC ENERGY DYNAMIQUE DCI 110 START STOP 5DR MPV 2012,90,93,111
Renault,SCENIC ENERGY TCE 130 START STOP 5DR MPV 2014,101,93,111
Renault,SCENIC LUXE 1.4 TCE 130 5DR MPV 2009,90,93,111
Renault,SCENIC VVT DYNAMIQUE1.6 5DR MPV,100,92,110
Renault,SCENIC XMOD ENERGY PARIS TCE 115 START STOP 85KW 115 PS 5DR MPV 2013,101,93,111
Renault,TWINGO DYNAMIQUE 1.5 DCI 85 FAP 63 KW 3DR HATCH 2012,36,88,95
Renault,TWINGO NIGHT AND DAY 1.2 LEV 16V 3DR HATCH 2011,36,88,95
Renault,WIND NIGHT & DAY 100 TCE 2DR CONVERTIBLE 2010,85,38,95
Renault,ZOE INTENS 5DR HATCH 2016,59,95,101
Renault,ZOE Z.E. ELEKTRO 43KW 5DR HATCH 2013,59,95,101
Jeep,RENEGADE 2.0 MULTIJET LIMITED ACTIVE DRIVE LOW AUTOMATIK 5DR SALOON 2015,77,89,95
SsangYong,REXTON 2.2 DIESEL SAPPHIRE 4WD AUTOMATIK (5-SITZER) 5DR 4X4 2018,127,90,112
Peugeot,RIFTER 5DR SALOON 2019,40,111,119
KIA,RIO 1.0 5DR HATCH 2017,66,76,97
KIA,RIO 1.0 5DR HATCH 2019,66,76,97
KIA,RIO 1.4 SPIRIT 5DR HATCH 2015,68,78,106
Lexus,RX 450H LUXURY AWD CVT 5DR SALOON 2016,99,72,113
Mercedes Benz,S 400 D 9G-TRONIC 4DR SALOON 2018,104,49,83
Mercedes Benz,S 500 PLUG-IN HYBRID LANG 7G-TRONIC PLUS 4DR SALOON 2015,54,49,88
Ford,S-MAX 2.0 TDCI ALLRAD 5DR MPV 2016,39,79,113
Audi,S5 SPORTBACK 5DR HATCH 2017,108,67,98
Volvo,S60 4DR SALOON 2019,103,51,86
Volvo,S90 D4 4DR SALOON 2016,113,48,98
Saab,9 3 1.9 TTID 2DR CONVERTIBLE 2008,76,48,92
Saab,9-5 VECTOR 2.0 TID 5DR SALOON 2011,103,50,105
Saab,93 SPORT 1.8T 5DR ESTATE,99,72,100
Saab,93 TID LINEAR 1.9 4DR SALOON,103,52,88
Saab,93 VECTOR 1.8T 4DR SALOON,103,52,87
Saab,93 VECTOR 2.0T 2DR CONVERTIBLE,76,48,88
Saab,95 VECTOR 2.0T 5DR ESTATE,108,74,100
Saab,95 VECTOR 2.3T 4DR SALOON,100,51,93
Dacia,SANDERO 1.2 16V LPG 75 AMBIANCE5DR HATCH 2015,79,80,100
Dacia,SANDERO 5DR HATCH 2018,79,81,100
Dacia,SANDERO DCI 90 LAUREATE 5DR HATCH 2016,79,81,100
Dacia,SANDERO STEPWAY 5DR HATCH 2017,79,81,100
Hyundai,SANTA FE 5DR SALOON 2018,117,76,107
Skoda,SCALA 5DR HATCH 2019,88,78,99
Renault,SCÉNIC 5DR MPV 2019,87,87,109
Renault,SCÉNIC ENERGY DCI 110 HYBRID ASSIST INTENS 5DR MPV 2018,87,86,109
Renault,SCÉNIC ENERGY DCI 130 BOSE EDITION 5DR MPV 2017,87,85,98
Volkswagen,SCIROCCO 2.0 TSI BMT3DR COUPE 2014,75,75,99
SEAT,ALHAMBRA 4MOTION 2.0 TDI ECOMOTIVE 5DR MPV 2012,124,97,108
SEAT,ALHAMBRA ECOMOTIVE 1.4 TSI ECOMOTIVE 5DR MPV 2010,49,87,108
SEAT,ALHAMBRA REFERENCE 2.0 TDI ECOMOTIVE 5DR MPV 2011,49,87,108
SEAT,ALTEA STYLANCE SPORT FSI TIPTRONIC 2.0 5DR HATCH,73,82,100
SEAT,ALTEA STYLANCE TDI 1.9 5DR HATCH,81,93,100
SEAT,ALTEA STYLANCE TDI 1.9 5DR MPV,80,82,102
SEAT,ALTEA XL 2.0 TDI 103KW DSG 5DR MPV 2012,94,77,100
SEAT,EXEO ST REFERENCE 2.0 TDI 5DR ESTATE 2010,98,70,100
SEAT,EXEO ST SPORT 1.8 TSI 118 KW 5DR ESTATE 2012,98,70,100
SEAT,EXEO ST SPORT 2.0 TDI 105KW 5DR ESTATE 2012,98,70,100
SEAT,EXEO ST STYLE 2.0 TFSI 5DR ESTATE 2010,98,70,100
SEAT,EXEO STYLE 2.0 TDI DPF 4DR SALOON 2009,109,51,99
SEAT,IBIZA ECOMOTIVE 1.4 TDI 5DR 2009,74,83,96
SEAT,IBIZA ECOMOTIVE STYLE 1.2 TSI 5DR HATCH 2012,76,83,96
SEAT,IBIZA ECOMOTIVE STYLE 1.2 TSI 77 5DR HATCH 2012,76,83,96
SEAT,IBIZA PD FR TDI 1.9 3DR HATCH,70,85,96
SEAT,IBIZA REFERENCE 1.2 5DR HATCH,69,85,96
SEAT,IBIZA SC 2.0 TDI FR 3DR HATCH 2010,70,82,95
SEAT,IBIZA SC CUPRA 1.4 TSI DSG 3DR HATCH 2009,70,82,95
SEAT,IBIZA SC ECOMOTIVE STYLE 1.2 TDI 55KW 75PS 3DR HATCH 2013,70,82,95
SEAT,IBIZA SC SPORT 1.9 TDI 3DR HATCHBACK 2009,70,82,95
SEAT,IBIZA SPORT 1.4 5DR HATCH,71,85,96
SEAT,IBIZA ST STYLE 1.2 TSI START STOP 77KW 105 PS 5DR ESTATE 2013,93,83,95
SEAT,IBIZA ST STYLE 1.6 TDI 5DR ESTATE 2010,93,83,95
SEAT,IBIZA STYLANCE 1.4 3DR HATCH,70,85,95
SEAT,IBIZA STYLANCE 1.4 5DR HATCH 2008,74,83,96
SEAT,LEON E-ECOMOTIVE STYLE 1.6 TDI (DPF) 5DR HATCH 2011,83,82,101
SEAT,LEON ECOMOTIVE 1.4 TSI 5DR HATCH 2013,81,79,101
SEAT,LEON ECOMOTIVE FR 1.4 TSI 5DR HATCH 2013,81,79,101
SEAT,LEON REFERENCE 1.6 5DR HATCH,83,82,101
SEAT,LEON SC CUPRA 280 3DR HATCH 2014,83,79,101
SEAT,LEON ST 1.6 TDI START STOP STYLE 5DR ESTATE 2014,104,66,100
SEAT,LEON ST 1.8 TSI START STOP FR 5DR ESTATE 2014,104,66,100
SEAT,LEON STYLANCE 1.4 TSI 5DR HATCH 2008,83,82,100
SEAT,LEON STYLANCE 1.6 5DR HATCH,83,82,101
SEAT,LEON STYLE 1.8 TSI(7 GEAR) DSG 5DR HATCH 2010,83,82,100
SEAT,MII 1.0 STYLE 3DR HATCH 2015,54,85,97
SEAT,MII ECOMOTIVE STYLE 1.0 44KW 5DR HATCH 2012,60,85,98
SEAT,MII ECOMOTIVE STYLE 1.0 ECOFUEL 50KW 68 PS 5DR HATCH 2013,59,85,97
SEAT,MII STYLE 1.0 55 5DR HATCH 2012,60,85,98
SEAT,TOLEDO ECOMOTIVE STYLE 1.6 TDI 77KW 105 PS 5DR SALOON 2013,106,84,100
Volkswagen,SHARAN 2.0 TDI SCR BMT COMFORTLINE DSG 5DR MPV 2015,49,112,79
